compound_name,Canonical Smile,Predicted pIC50,standard_value,Bioactivity
"3alpha,17,21-Trihydroxy-5beta-pregnane-11,20-dione 3,21-di(acetate)",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O,4.899668,12598.875470000285,inactive
"(5beta,6beta)-Epoxy-17alpha-hydroxy-pregnane-3,20-dione-3,20-bis(ethyleneketal)",CC12CCC3C(C1CCC2(C4(OCCO4)C)O)CC5C6(C3(CCC7(C6)OCCO7)C)O5,3.5250401,298510.6638799601,inactive
"2beta-Ethoxy-3alpha-iodoacetoxy-5alpha-pregnane-11,20-dione",CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1OC(=O)CI)C,5.175988,6668.248910405121,intermediate
"5beta-Pregnane-3,20-dione, bis(O-methyloxime)",CC(=NOC)C1CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C,4.696305,20123.114664364068,inactive
"5beta-Pregnane-3alpha,20alpha-diol 20-sulfate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)OS(=O)(=O)O,4.674638,21152.52443956734,inactive
"Pregnane-3,6,17-triol triacetate",CC(=O)C1(CCC2C1(CCC3C2CC(C4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C)OC(=O)C,5.0090027,9794.83928555006,intermediate
"5alpha-Pregnane-3,20-dione, 11alpha-hydroxy-",CC(=O)C1CCC2C1(CC(C3C2CCC4C3(CCC(=O)C4)C)O)C,4.3170147,48193.14913525367,inactive
"5beta-Pregnane-3alpha,17,20alpha-triol, cyclic 17,20-(2-methyl-2-propaneboronate), TMS derivative",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O[Si](C)(C)C)C)C)C)C(C)(C)C,4.736936,18325.84072299698,inactive
"Pregnane-3,20-dione, 17,21-[(cyclohexylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C6CCCCC6,3.8799632,131836.85687055023,inactive
"Pregnane-3,11,20-trione, 17,21-[(butylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)CCCC,3.8570888,138966.84436858178,inactive
"5-beta-Pregnane-3-alpha,20-alpha,21-triol",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(CO)O)C)O,4.5235906,29950.869528572683,inactive
"Pregnane-11,20-dione, 3,17,21-tris[(trimethylsilyl)oxy]-, 20-[O-(phenylmethyl)oxime], (3alpha,5alpha)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=NOCC5=CC=CC=C5)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,5.4594464,3471.790974440559,intermediate
"5beta-Pregnane-11,20-dione, 3beta-hydroxy-",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,4.6014295,25036.322521845734,inactive
"Pregnane-3,20-diol, di-TFA",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C(F)(F)F)C)C)OC(=O)C(F)(F)F,4.934367,11631.42219991554,inactive
"Pregnane, 20,21-epoxy-20-methyl-, (5alpha)-",CC12CCCCC1CCC3C2CCC4(C3CCC4C5(CO5)C)C,4.2581983,55182.54660375621,inactive
"5-beta-Pregnane-3-alpha,20-alpha-diyl diacetate",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.9245315,11897.851393285746,inactive
"3alpha-Hydroxy-2beta-methoxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC(C(C4)O)OC)C)C,4.2174606,60609.31388183955,inactive
"20,20-Ethylenedioxy 2-hydroxymethylene-5alpha-pregnane-3,11-dione",CC12CC(=CO)C(=O)CC1CCC3C2C(=O)CC4(C3CCC4C5(OCCO5)C)C,4.893667,12774.172571736177,inactive
"3beta,7beta-Diamino-pregnane",CCC1CCC2C1(CCC3C2C(CC4C3(CCC(C4)N)C)N)C,4.3109646,48869.22093685941,inactive
"Pregnane-3,20-dione, 17-[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5alpha)-",CC(=NOC)C1(CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C)O[Si](C)(C)C,4.0473228,89676.2109479408,inactive
"Pregnane-3,11,12,14,20-pentol, 3,12,20-triacetate 11-benzoate, (3beta,11alpha,12beta,14beta)-",CC(C1CCC2(C1(C(C(C3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C5=CC=CC=C5)OC(=O)C)C)O)OC(=O)C,5.9335084,1165.4445192590615,intermediate
"(3alpha,5beta)-Pregnane-3,20,21-triol",CC12CCC(CC1CCC3C2CCC4(C3CCC4C(CO)O)C)O,4.5235906,29950.869528572683,inactive
"3alpha,20alpha-dihydroxy-5beta-pregnane 3-O-(beta-D-glucuronate)",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C)O,4.4748406,33508.83731279379,inactive
"Pregnane-3,20-dione, 17,21-[(phenylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C6=CC=CC=C6,4.4079275,39090.61353976351,inactive
"5beta-Pregnane-3,11,20-trione, 17,21-dihydroxy-, cyclic cyclohexaneboronate",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)C6CCCCC6,3.692307,203092.08799371845,inactive
"Pregnane-3,11,20-trione, 17,21-[(phenylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)C6=CC=CC=C6,4.2202706,60218.4213749664,inactive
"5beta-Pregnane-3alpha,17,20alpha-triol, cyclic 17,20-cyclohexaneboronate",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)C)C6CCCCC6,4.9204173,12011.097467524714,inactive
"6beta-Hydroxy-5beta-pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CC(C4C3(CCC(=O)C4)C)O)C,4.4313416,37038.92316297164,inactive
"Pregnane-11,20-dione, 3,17,21-tris[(trimethylsilyl)oxy]-, 20-[O-(phenylmethyl)oxime], (3alpha,5beta)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=NOCC5=CC=CC=C5)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,5.4594464,3471.790974440559,intermediate
"Pregnane-11,20-dione, 3,21-bis[(trimethylsilyl)oxy]-, 20-[O-(phenylmethyl)oxime], (3alpha,5beta)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=NOCC5=CC=CC=C5)CO[Si](C)(C)C)C)O[Si](C)(C)C,5.9427395,1140.9339762051295,intermediate
"Pregnane-11,20-dione, 3,21-bis[(trimethylsilyl)oxy]-, 20-(O-methyloxime), (3alpha,5alpha)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.407178,39158.14181482233,inactive
"Pregnane-3,20-dione, 11,17,21-tris[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5alpha,11beta)-",CC12CCC(=NOC)CC1CCC3C2C(CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,4.22494,59574.46855738216,inactive
"11-[(Trimethylsilyl)oxy]pregnane-3,20-dione bis(O-methyloxime)",CC(=NOC)C1CCC2C1(CC(C3C2CCC4C3(CCC(=NOC)C4)C)O[Si](C)(C)C)C,4.564709,27245.25101253167,inactive
"21-[(Trimethylsilyl)oxy]pregnane-3,20-dione bis(O-methyloxime)",CC12CCC(=NOC)CC1CCC3C2CCC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C,4.7082334,19577.92423654572,inactive
"3beta-(1-Pyrrolidinyl)-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)N5CCCC5)C)C,4.6014295,25036.322521845734,inactive
"5beta-Pregnane-3alpha,17,20alpha-triol, cyclic 17,20-(2-methyl-2-propaneboronate)",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)C)C(C)(C)C,4.856947,13901.224426657183,inactive
"Pregnane-11,20-dione, 17-[[(1,1-dimethylethyl)borylene]bis(oxy)]-3-hydroxy-, (3alpha,5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)O)C)C)C(C)(C)C,4.115883,76580.31113013002,inactive
"Pregnane-11,20-dione, 17,21-[(butylborylene)bis(oxy)]-3-hydroxy-, (3alpha,5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)O)C)C)CCCC,4.281487,52301.36360015928,inactive
"Pregnane-3,20-dione, 17,21-[[(1,1-dimethylethyl)borylene]bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C(C)(C)C,3.849686,141355.9496625233,inactive
"5beta-Pregnane-3alpha,20alpha-diol glucuronide",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C)O,4.4748406,33508.83731279379,inactive
"5beta-Pregnane-3beta,14beta-diol-20-one",CC(=O)C1CCC2(C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,4.4126954,38663.80503118829,inactive
"5beta-Pregnane-3beta,14beta,21-triol-20-one",CC12CCC(CC1CCC3C2CCC4(C3(CCC4C(=O)CO)O)C)O,4.424624,37616.29639459697,inactive
"Pregnane-11,20-dione, 3,17,21-tris[(trimethylsilyl)oxy]-, 20-(O-methyloxime), (3alpha,5alpha)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,3.9238842,119155.9810324893,inactive
"(20R)-5alpha-Pregnane-3alpha,17,20-triol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"Pregnane-20-carboxylic acid, 3,7,12-tris(acetyloxy)-, methyl ester, (3alpha,5beta,7alpha,12alpha,20S)-",CC(C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)OC(=O)C)C)C(=O)OC,4.662315,21761.313630764696,inactive
"5-alpha-Pregnane-3-beta,20-alpha,21-triyl triacetate",CC(=O)OCC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)OC(=O)C,4.899668,12598.875470000285,inactive
17betaH-Pregnane,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"3alpha-Hydroxy-16alpha-methyl-5alpha-pregnane-11,20-dione",CC1CC2C3CCC4CC(CCC4(C3C(=O)CC2(C1C(=O)C)C)C)O,5.0027184,9937.600902921497,intermediate
"(5alpha,6alpha)-Epoxy-17alpha-hydroxy-pregnane-3,20-dione-3,20-bis(ethyleneketal)",CC12CCC3C(C1CCC2(C4(OCCO4)C)O)CC5C6(C3(CCC7(C6)OCCO7)C)O5,3.5250401,298510.6638799601,inactive
"2beta-Ethoxy-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CCOC1CC2(C(CCC3C2C(=O)CC4(C3CCC4C(=O)C)C)CC1O)C,4.407333,39144.17125749098,inactive
"7-(3alpha,12alpha-Diacetoxy-5beta-pregnane-20-yl)-trans,trans-2,4-heptadienoic acid ethyl ester",CCOC(=O)C=CC=CCCC(C)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C,5.1844587,6539.450660169845,intermediate
"Pregnane-3,20-dione, 11,21-bis[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5alpha,11beta)-",CC12CCC(=NOC)CC1CCC3C2C(CC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C)O[Si](C)(C)C,4.5766377,26507.10235595988,inactive
"Pregnane-3,20-dione, 17,21-bis[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5beta)-",CC12CCC(=NOC)CC1CCC3C2CCC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C,4.0336175,92551.29577254434,inactive
"Pregnane-3,20-dione, 21-[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5alpha)-",CC12CCC(=NOC)CC1CCC3C2CCC4(C3CCC4C(=NOC)CO[Si](C)(C)C)C,4.7082334,19577.92423654572,inactive
"Pregnane, 20-[5-methyl-2-oxanyl]-",CC1CCC(OC1)C(C)C2CCC3C2(CCC4C3CCC5C4(CCCC5)C)C,5.2878194,5154.429625303098,intermediate
"Pregnane-11,20-dione, 3,17-dihydroxy-, (3alpha,5beta)-",CC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C)O,4.2661443,54182.08638186068,inactive
"5-beta-Pregnane-3,12,20-trione",CC(=O)C1CCC2C1(C(=O)CC3C2CCC4C3(CCC(=O)C4)C)C,4.300889,50016.23361072782,inactive
"3alpha-Hydroxy-21-morpholino-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CN5CCOCC5)C)O,4.4514065,35366.61714919532,inactive
"Pregnane-3,20-dione, 11,17,21-tris[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5beta,11beta)-",CC12CCC(=NOC)CC1CCC3C2C(CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,4.22494,59574.46855738216,inactive
"(20S)-5beta-Pregnane-3alpha,20-diol bis(heptafluorobutyrate)",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C(C(C(F)(F)F)(F)F)(F)F)C)C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,4.45407,35150.37063938365,inactive
"21-Bromo-3alpha-hydroxy-3beta-methyl-5alpha-pregnane-11,20-dione",CC1(CCC2(C(C1)CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)C)O,4.4951262,31979.653407599293,inactive
"3alpha,20alpha-dihydroxy-5beta-pregnane 3-O-(3-sulfo-beta-D-glucuronate)",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC5C(C(C(C(O5)C(=O)[O-])O)OS(=O)(=O)[O-])O)C)C)O,5.0653644,8602.717056647463,intermediate
"Pregnane-3,20-dione",CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,4.2545137,55652.70261538394,inactive
"5beta-Pregnane-3alpha,21-diol-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O,4.444386,35942.97283031191,inactive
"Silane, (5alpha-pregnane-3alpha,17,20alpha-triyltrioxy)tris[trimethyl-",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C)O[Si](C)(C)C,4.333714,46375.22093814729,inactive
"Silane, (5beta-pregnane-3alpha,11beta,17,20alpha,21-pentaylpentaoxy)pentakis*trimethyl-",CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C,4.6490445,22436.519453288885,inactive
"5beta-Pregnane-3alpha,11beta,17,20beta-tetrol, cyclic 17,20-methaneboronate",B1(OC(C2(O1)CCC3C2(CC(C4C3CCC5C4(CCC(C5)O)C)O)C)C)C,5.0311966,9306.864816296958,intermediate
"5beta-Pregnane-3alpha,11beta,17,20beta-tetrol, cyclic 17,20-(1-butaneboronate)",B1(OC(C2(O1)CCC3C2(CC(C4C3CCC5C4(CCC(C5)O)C)O)C)C)CCCC,5.244532,5694.661207403606,intermediate
"Pregnane-11,20-dione, 17,21-[(methylborylene)bis(oxy)]-3-[(trimethylsilyl)oxy]-, (3alpha,5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(C5)O[Si](C)(C)C)C)C)C,3.94814,112683.43932866384,inactive
"Pregnane-3,20-dione, 17,21-[(methylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(=O)C5)C)C)C,3.8019538,157777.91310015554,inactive
"5alpha-Pregnane-3beta,11beta,17,20beta,21-pentol, cyclic 17,21-(2-methyl-2-propaneboronate)",B1(OCC(C2(O1)CCC3C2(CC(C4C3CCC5C4(CCC(C5)O)C)O)C)O)C(C)(C)C,4.36398,43253.3932310704,inactive
"Pregnane-3,17,20-triol, 17,20-phenylboronate, (3alpha,5beta,20S)-",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)C)C6=CC=CC=C6,5.7297993,1862.9479856623536,intermediate
"3alpha,21-Bis(diethylsiloxy)-17alpha,20beta-cyclic diethylsilylenedioxy-5beta-pregnane",CC[Si](CC)OCC1C2(CCC3C2(CCC4C3CCC5C4(CCC(C5)O[Si](CC)CC)C)C)O[Si](O1)(CC)CC,3.8664129,136015.09900065875,inactive
"Pregnane, (5alpha)-",CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"5,Pregnane-7 alpha,21-dicarboxylic acid,17-ydroxy-11-methylsulfonic acid-3-ketone,-butyrolectone,methyl ester CAS",CC12CCC(=O)C=C1CC(C3C2C(CC4(C3CCC45CCC(=O)O5)C)OS(=O)(=O)C)C(=O)OC,3.981258,104409.99729314104,inactive
"Pregnane-3,20-dione bis(O-methyloxime)",CC(=NOC)C1CCC2C1(CCC3C2CCC4C3(CCC(=NOC)C4)C)C,4.696305,20123.114664364068,inactive
"14beta-Pregnane-3,12,15,20-tetrone, 14-hydroxy-",CC(=O)C1CC(=O)C2(C1(C(=O)CC3C2CCC4C3(CCC(=O)C4)C)C)O,4.3011055,49991.30808197648,inactive
"17-alpha-Hydroxy-5-alpha-pregnane-3-beta,20-beta-diyl diacetate",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)C)C)C)O)OC(=O)C,4.7357974,18373.952730424346,inactive
"2alpha,3alpha-Epoxy-5alpha-pregnane-11,20-dione",CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CC5C(C4)O5)C)C,4.6014295,25036.322521845734,inactive
"21-Bromo-3alpha-hydroxy-5alpha-pregnane-11,20-dione",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CBr)C)O,4.623549,23793.09920973619,inactive
"5-(3alpha,12alpha-Diformyloxy-5beta-pregnane-20-yl)-pentanoic acid methyl ester",CC(CCCCC(=O)OC)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC=O)C)OC=O)C,4.3415956,45541.18744718012,inactive
"Pregnane-3,11,12,14,20-pentol, 3,12,20-triacetate 11-(hydroxyacetate), (3beta,11alpha,12beta,14beta)-",CC(C1CCC2(C1(C(C(C3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)CO)OC(=O)C)C)O)OC(=O)C,4.923251,11932.97822023014,inactive
"5alpha-Pregnane-3alpha,21-diol",CC12CCC(CC1CCC3C2CCC4(C3CCC4CCO)C)O,4.241919,57290.28191255645,inactive
"(5beta)-21-(Acetoxy)pregnane-3,20-dione",CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,4.1406875,72329.01226170312,inactive
"Pregnane-3,11,20-trione, 17,21-[[(1,1-dimethylethyl)borylene]bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)C(C)(C)C,3.6620295,217756.18297492937,inactive
"Pregnane-3,11,20-trione, 17,21-[(methylborylene)bis(oxy)]-, (5beta)-",B1(OCC(=O)C2(O1)CCC3C2(CC(=O)C4C3CCC5C4(CCC(=O)C5)C)C)C,3.6142976,243053.7754875732,inactive
"Pregnane-11,20-dione, 3,17,21-tris[(trimethylsilyl)oxy]-, 20-(O-methyloxime), (3alpha,5beta)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O[Si](C)(C)C)C)O[Si](C)(C)C,3.9238842,119155.9810324893,inactive
"Pregnane-11,20-dione, 17-hydroxy-3,21-bis[(trimethylsilyl)oxy]-, 20-(O-methyloxime), (3alpha,5beta)-",CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=NOC)CO[Si](C)(C)C)O)C)O[Si](C)(C)C,4.1267657,74685.15247987516,inactive
"Pregnane-20-carboxylic acid, 3,12-bis(acetyloxy)-, methyl ester, (3alpha,5beta,12alpha,20S)-",CC(C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OC(=O)C)C)OC(=O)C)C)C(=O)OC,4.647284,22527.654096391285,inactive
"5alpha-Pregnane-3beta,20alpha-diamine, N3-isopropylidene-N20,N20-dimethyl-",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N=C(C)C)C)C)N(C)C,4.565982,27165.527030388726,inactive
"Pregnane-3,11,20-trione, 21-(acetyloxy)-17-hydroxy-, (5beta)-",CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4C3(CCC(=O)C4)C)C)O,3.9741013,106144.7931364248,inactive
"Pregnane-3,20-dione, 11-[(trimethylsilyl)oxy]-, bis(O-methyloxime), (5beta,11beta)-",CC(=NOC)C1CCC2C1(CC(C3C2CCC4C3(CCC(=NOC)C4)C)O[Si](C)(C)C)C,4.564709,27245.25101253167,inactive
"11beta,16alpha,17,21-Tetrahydroxy-5alpha,9-(epoxy-1-ethanyl-1-ylideneamino)pregnane-3,20-dione-16,17-acetonide-21-acetate",CC1=NC23C(CCC4(C2(CCC(=O)C4)C)O1)C5CC6C(C5(CC3O)C)(OC(O6)(C)C)C(=O)COC(=O)C,3.573737,266847.4726828661,inactive
2-alpha-Pyrrolidinyl-21-hydroxy-5-beta-pregnane-20-one,C1CCN(C1)C2CCC3CCC4C5CCC(C5CCC4C3C2)C(=O)CO,4.315657,48344.0311613184,inactive
"Pregnane-2,3-dione",CCC1CCC2C1(CCC3C2CCC4C3(CC(=O)C(=O)C4)C)C,4.7024384,19840.91266754621,inactive
"Pregnane-3,6,17,20-tetrol",CC(C1(CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C)O)O,4.566004,27164.155040915182,inactive
"12alpha-Hydroxy-5beta-pregnane-3,20-dione",CC(=O)C1CCC2C1(C(CC3C2CCC4C3(CCC(=O)C4)C)O)C,3.990906,102116.04825041573,inactive
"Pregnane-12,18,20-triol, 3,3-ethylenedioxy-",CC(C1CCC2C1(C(CC3C2CCC4C3(CCC5(C4)OCCO5)C)O)CO)O,4.298358,50308.57736454574,inactive
"Pregnane-3,11,17,20,21-pentol, cyclic 17,21-(methylboronate), (3alpha,5beta,20R)-",B1(OCC(C2(O1)CCC3C2(CC(C4C3CCC5C4(CCC(C5)O)C)O)C)O)C,4.2810545,52353.47375244532,inactive
"5alpha-Pregnane-12,20-dione, cyclic 12-(ethylene acetal)",CC(=O)C1CCC2C1(C3(CC4C2CCC5C4(CCCC5)C)OCCO3)C,4.7855635,16384.625945718213,inactive
5-Alpha-Pregnane-3-Beta-Ol-Hemisuccinate,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OC(=O)CCC(=O)O)C)C,5.256142,5544.442202396791,intermediate
"5beta-Pregnane-3alpha,17alpha,20alpha-triol, (3,20-O)-diTBDMSi, (17-O)-TMSi",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)C)O[Si](C)(C)C)O[Si](C)(C)C(C)(C)C,4.4155874,38407.193616551456,inactive
"5beta-Pregnane-3alpha,20alpha-diol, (3-O)-TBDMSi",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C(C)(C)C)C)C)O,4.659784,21888.508016578307,inactive
"5-alpha-Pregnane-17-alpha,20-beta,21-triol, methylboronate",B1(OCC(O1)C2(CCC3C2(CCC4C3CCC5C4(CCCC5)C)C)O)C,3.7278461,187134.49708208512,inactive
"5-alpha-Pregnane-17-alpha,20-beta,21-triol, tris-TMS",CC12CCCCC1CCC3C2CCC4(C3CCC4(C(CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)C,4.6085286,24630.39552396098,inactive
"5-alpha-Pregnane-3-beta,17-alpha,20-alpha-triol, methylboronate",B1(OC(C2(O1)CCC3C2(CCC4C3CCC5C4(CCC(C5)O)C)C)C)C,4.8424625,14372.670203259688,inactive
"5-alpha-Pregnane-3-beta,17-alpha,20-beta-triol",CC(C1(CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O)O,4.3891764,40815.35998743012,inactive
"3alpha,17alpha,21-Trihydroxy-5beta-pregnane-11,20-dione",C1CC2C3CCC(C3CC(=O)C2C4C1CC(CC4)O)(C(=O)CO)O,4.6983294,20029.52044217506,inactive
"5alpha-Pregnane-3alpha,20alpha-diol, TMS",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)C)O[Si](C)(C)C,4.4578996,34841.78765011439,inactive
Pregnane,CCC1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,4.459183,34738.9577059199,inactive
"3-[(20S)-3alpha,6alpha-Bis(methoxymethoxy)-5beta-pregnane-20-yl]-5-(trifluoromethyl)-2-isoxazoline",CC(C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)OCOC)C)OCOC)C)C5=NOC(C5)C(F)(F)F,4.707901,19592.912502466927,inactive
"3beta,6alpha-Bis(sodiooxysulfonyloxy)-5alpha-pregnane-20-one",CC(=O)C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C.[Na+].[Na+],5.368781,4277.784575705715,intermediate
"3beta,14beta-Dihydroxy-5beta-pregnane-21-nitrile",CC12CCC(CC1CCC3C2CCC4(C3(CCC4CC#N)O)C)O,3.911268,122668.20326649529,inactive
"(14beta)-1beta,11alpha,19-Triacetoxy-3beta-(2-O,3-O,4-O-trisacetyl-alpha-L-rhamnopyranosyloxy)-5,14-dihydroxy-18,21-cyclo-5beta-pregnane-20-one",CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC6C5(CCC6=O)CC4OC(=O)C)O)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,5.209847,6168.12301537506,intermediate
"(20S)-20-(Dimethylamino)-5alpha-pregnane-3,4-dione",CC(C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4=O)C)C)N(C)C,3.976379,105589.58483863706,inactive
"3alpha-Hydroxy-6-aza-5alpha-pregnane-7,20-dione",CC(=O)C1CCC2C1(CCC3C2C(=O)NC4C3(CCC(C4)O)C)C,7.004655,98.9338968667054,active
"Diacetic acid 6beta,19-[2,2-dioxo-1-aza-2-thia(VI)-3-oxapropane-1,3-diyl]-20-oxo-5alpha-pregnane-3beta,5-diyl ester",CC(=O)C1CCC2C1(CCC3C2CC4C5(C3(CCC(C5)OC(=O)C)COS(=O)(=O)N4)OC(=O)C)C,5.357962,4385.689373205942,intermediate
