canonical_smiles,standard_value,pIC50
CC(C)c1c(S(=O)(=O)N2CCCCC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],2.9,8.54
CC(C)c1sc(C2CCCC2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],570.0,6.24
O=C1C[C@H](O)C[C@@H](/C=C/c2ccccc2)O1,284000.0,3.55
CC(C)n1nnnc1C(C=C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],130000.0,3.89
CC(C)c1cc(-c2ccc(F)cc2)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(n1)C(C)C,3.0,8.52
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2cccc(Cl)c2)c1-c1ccc(F)cc1,2.0,8.7
CC(C)c1nc(Nc2ncnn2C)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,3.0,8.52
CC(CCc1ccc(cc1)S(=O)(=O)c1ccccc1)CC(O)=O,40000.0,4.4
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(Cc1ccc(-c3ccccc3)cc1)CCC2.[Na+],3.0,8.52
CNS(=O)(=O)c1c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C(C)C.[Na+],27.0,7.57
CCCCCOc1c(Cl)cc(Cl)cc1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,13000.0,4.89
CC(C)OC1C[C@@H](C[C@H](O1)\C=C\c1c(nc(nc1-c1ccc(F)cc1)N(C)S(C)(=O)=O)C(C)C)OCc1ccccc1,1.0,9.0
CC(C)c1ccc(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,230.0,6.64
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(cn1C(C)C)-c1ccc(F)cc1,18.0,7.74
CC(C)c1sc(-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.4,8.36
COCCOCOc1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,11000.0,4.96
Cc1cc(Cl)c2ccc(Cl)cc2c1CCC1C[C@@H](O)CC(=O)O1,60.0,7.22
Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc(C)c1F.[Na+],30.0,7.52
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2-c2ccccc2)O1,80.0,7.1
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@H](CC(OC(C)(C)C)O1)OCc1ccccc1)N(C)S(C)(=O)=O,4.0,8.4
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,0.9,9.05
CC(C)(C)c1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1.[Na+],14.0,7.85
CC(CCc1ccc(Oc2ccccc2)cc1)CC(O)=O,20000.0,4.7
CC(C)c1cc(cc(-c2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,17.0,7.77
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccc(F)cc1F)-c1ccc(F)cc1,7.0,8.15
Cc1cc(Cl)c(\C=C\[C@@H]2C[C@@H](O)CC(=O)O2)c(c1)-c1ccc(F)c(C)c1,13.0,7.89
O[C@H](C[C@H](O)\C=C\c1c2CCCC(Cc3ccc(F)cc3)c2nn1-c1ccc(F)cc1)CC([O-])=O,200.0,6.7
CC(C)c1nc(C2CCCCC2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,1.0,9.0
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccccc1)-c1ccc(F)cc1,3.8,8.42
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccccn2)c1-c1ccc(F)cc1,2.0,8.7
Cc1ccc(-c2ccc(F)cc2)n1CCC[C@@H]1C[C@@H](O)CC(=O)O1,53000.0,4.28
Cc1cccc(c1)-c1c(nc(n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(F)(F)F)-c1ccc(F)cc1,74.0,7.13
Cc1nc(c(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,100.0,7.0
Cc1cc(Cl)cc(CCCOc2ccc(F)cc2)c1OCC(O)C[C@@H](O)CC(=O)[O-].[Na+],80.0,7.1
C[C@@H]1C[C@H](OCc2ccc(F)cc2)[C@@H]2[C@@H](CCC3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,4.7,8.33
CCn1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)c1C(=O)NCc1ccc(OC)cc1.[Na+],1.6,8.8
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)-c1ccccc1CC2.[Na+],9400.0,5.03
Cc1cc(F)ccc1C(=C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1nnnn1C)c1ccc(F)cc1C.[Na+],29.0,7.54
Cc1ccc(-c2ccc(F)cc2)n1-c1cccc([C@@H]2C[C@@H](O)CC(=O)O2)c1,24000.0,4.62
CC[C@H](C)C(=O)O[C@H]1C[C@H]2[C@@H](CC[C@@H]3C[C@H](O)CC[C@@]32C)[C@@H]2CCC(CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@]12C,200.0,6.7
CC(C)c1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)C1CCCCC1,4.0,8.4
O=C([O-])C[C@H](O)CC(O)COc1c(Cl)cc(Cl)cc1C(F)=C1CCCCC1.[Na+],95.0,7.02
CCCCC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,8.7,8.06
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)NCc1ccccc1Cl)-c1ccc(F)cc1,9.5,8.02
Cc1ccc(-c2ccc3ccccc3c2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,16000.0,4.8
Cc1c(OCC(O)C[C@@H](O)CC([O-])=O)c(cc2ccccc12)C(c1ccc(F)cc1)c1ccc(F)cc1,900.0,6.05
CCCC1CCCc2c1nn(-c1ccc(F)cc1)c2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],3400.0,5.47
CC(C)n1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],14000.0,4.85
CC(C)c1ccc(-c2cccc(F)c2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,1300.0,5.89
CCC(CC)(c1ccccc1)c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)C(C)C,1800.0,5.74
CCC(C)C(=O)O[C@H]1C[C@@H](C)C[C@@H]2C=C[C@H](C(C)C)[C@H](CCC(=O)C[C@@H](O)CC(=O)OC)[C@@H]12,6000.0,5.22
CC(C)c1sc(-c2ccccc2)c(C2CCCCC2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],202.0,6.69
O=C1C[C@H](O)C[C@@H](CCn2c(-c3ccc(F)cc3)ccc2C2CCC2)O1,17000.0,4.77
CCc1nc(cc(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,40.0,7.4
CO[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@H]21,2810.0,5.55
CC(CC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21)C(F)(F)F,3.5,8.46
CC(C)c1nc(C(C)(C)C)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,1.0,9.0
CC(C)c1ccc(Sc2cc3c(Sc4ccc(C(C)C)cc4)c(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c(Sc3ccc(C(C)C)cc3)c2Sc2ccc(C(C)C)cc2)cc1,4350.0,5.36
CC(C)c1nc(cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1)-c1ccccc1,19.0,7.72
CC(CCOc1cc(Cl)cc(Cl)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1)CC(C)(C)C,38000.0,4.42
Cc1ccc(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,510.0,6.29
COc1cccc(-c2cc(Cl)cc(Cl)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c1,50.0,7.3
CCC(C)(C)C(=O)O[C@H]1CC(C)(C)O[C@@H]2CC[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C12,35.0,7.46
CCN(Cc1ccccc1)C(=O)c1nn(c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c1C(C)C)-c1ccc(F)cc1,3.8,8.42
CC(C)c1c(C(=O)N(C)Cc2cccc(F)c2F)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,14.0,7.85
CC(C)c1sc(c(c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(cc1)-c1ccccc1)-c1ccccc1,10000.0,5.0
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCCOc1ccc(Cl)cc1,1000.0,6.0
C=CCC(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CCC3C[C@@H](O)CC(=O)O3)[C@H]21,2.9,8.54
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)n(nc1C(=O)N(C)Cc1ccc(F)cc1)-c1ccc(F)cc1,6.6,8.18
Cc1cc2\C(=C/[C@@H]3C[C@@H](O)CC(=O)O3)c3c(cc(C)cc3C)-c2c(C)c1,830.0,6.08
O[C@@H]1CC(CCc2ccc(Cl)c3cc(Cl)ccc23)OC(=O)C1,7000.0,5.15
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1cc[n+]([O-])cc1,117000.0,3.93
CO[C@H]1C[C@H](CCc2c(nn(c2-c2ccc(F)cc2)-c2ccccc2)C(C)C)OC(=O)C1,3160.0,5.5
Cc1ccc(-c2ccc(C(C)C)c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)cc1.[Na+],100.0,7.0
Cc1cc(C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)cc2)c2ccc(F)cc2)c1.[Na+],70.0,7.15
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1cccc(F)c1,580.0,6.24
Cc1ccc(C2CCCCC2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,690.0,6.16
COC(=O)C[C@H](O)C[C@H](O)/C=C/n1c(C(C)C)cc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,2.0,8.7
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O,2.1,8.68
CC(C)c1nc(cc(-c2ccc(cc2)C(F)(F)F)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)-c1ccccc1,36.0,7.44
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1cnc2cc(Sc3ccccc3)c(Sc3ccccc3)cc2c1Sc1ccccc1,32600.0,4.49
C[C@@H]1C[C@H](OC(=O)c2ccc(F)cc2)C2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=CC2=C1,37.0,7.43
CC(C)c1nc(Nc2cc(C(C)(C)C)nn2C)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],12.4,7.91
CC(C)c1nc(Nc2cc(nn2C)C(O)=O)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,0.9,9.05
Cc1cc(C)cc(-c2c(-c3ccc(F)cc3)nc(C(F)(F)F)n2CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c1.[Na+],38.0,7.42
CC(CC(O)=O)CC(=O)c1ccc2oc3ccccc3c2c1,110000.0,3.96
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],13220.0,4.88
C=C(c1c(C(C)C)nn(-c2ccccc2)c1-c1ccc(F)cc1)[C@H]1C[C@H](O)CC(=O)O1,17800.0,4.75
O[C@H](CCn1c(nc(c1-c1ccc(F)cc1)-c1ccc(cc1)C(F)(F)F)C(F)(F)F)C[C@@H](O)CC([O-])=O,200.0,6.7
O=C1C[C@H](O)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)cc(-c3ccccc3)nc2C2CCCCC2)O1,30.0,7.52
COC1C[C@H](OC(=O)c2cccnc2)C[C@@H](CCn2c(-c3ccc(F)cc3)c(-c3ccccc3)c(C(=O)Nc3ccccc3)c2C(C)C)O1,1.0,9.0
Cn1nnnc1C(\C=C\[C@@H]1C[C@@H](O)CC(=O)O1)=C(c1ccc(F)cc1)c1ccc(F)cc1,24.0,7.62
Cc1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,38.0,7.42
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccccc1,3.8,8.42
Cc1nc(C)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(-c2ccc(Cl)cc2)n1,600.0,6.22
Cc1cc(C)c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C2CCCCCC2)c1.[Na+],141.0,6.85
CC(C)c1ccc(Sc2cc3c(Sc4ccc(cc4)C(C)C)c(\C=C\[C@@H]4C[C@@H](O)CC(=O)O4)cnc3c(Sc3ccc(cc3)C(C)C)c2Sc2ccc(cc2)C(C)C)cc1,4350.0,5.36
CCCOC1C[C@H](O)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,10.0,8.0
Cc1cc(ccc1F)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,29.0,7.54
CC(CCc1ccc2sc3ccccc3c2c1)CC(=O)O,70000.0,4.15
CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.2,8.14
CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC([O-])=O)c(c(C)n1-c1ccccc1)-c1ccc(F)cc1,5.0,8.3
CCCCCCCCCCCCCCCC(O)(CC(=O)O)CC(=O)OCC,900000.0,3.05
CC(C)c1nc2ccccc2c(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,19.0,7.72
CCOC(=O)c1c(C(C)C)n(CC[C@@H]2C[C@@H](O)CC(=O)O2)c(c1C(=O)OCC)-c1ccc(F)cc1,350.0,6.46
CC(C)c1c(S(=O)(=O)NCc2ccccc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],13.0,7.89
CNc1cccc(c1)-c1nc(C(C)C)n(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1,3.0,8.52
Cc1ccc(-c2sc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)cc1.[Na+],9.7,8.01
Cc1c(OCC(O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12.[Na+],1000.0,6.0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C(=C(c1ccc(F)cc1)c1ccc(F)cc1)C1N=NN=N1.[Na+],330.0,6.48
COc1cccc(CNC(=O)c2nn(c(OC[C@@H](O)C[C@@H](O)CC(O)=O)c2C(C)C)-c2ccc(F)cc2)c1,16.0,7.8
C/C=C/[C@@H]1C[C@H](OC(=O)[C@@H](C)CC)[C@@H]2[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H](C)C=C[C@H]2C1,4.0,8.4
COc1ccc2nc(C(C)C)c(/C=C/[C@@H]3C[C@@H](O)CC(=O)O3)c(-c3ccc(F)cc3)c2c1,53.0,7.28
Cc1cc(C)c(OCC(O)C[C@@H](O)CC(=O)[O-])c(CC2CCCCC2)c1.[Na+],100.0,7.0
Cc1ccccc1CNC(=O)c1nn(-c2ccc(F)cc2)c(OC[C@@H](O)C[C@@H](O)CC(=O)O)c1C(C)C,17.0,7.77
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c2c(nn1-c1ccc(F)cc1)C(C1CCCCC1)CCC2.[Na+],8500.0,5.07
CC(C)c1c(C(=O)NCc2ccccc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],7.9,8.1
C[C@H](CC(O)CC(O)CC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](OC(=O)C(C)(C)C)[C@]12C.[Na+],12300.0,4.91
CC(CCc1ccc(Sc2ccccc2)cc1)CC(O)=O,20000.0,4.7
CC(C)c1nc(Nc2nnnn2C)nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O,0.9,9.05
CC(C)c1c(C(=O)Nc2ccccc2)c(c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@H](CC(OCC=C)O1)OCc1ccccc1)-c1ccccc1,1.0,9.0
CC(C)c1c(OCC(O)C[C@@H](O)CC([O-])=O)c(nc2ccccc12)-c1ccc(F)cc1,50.0,7.3
CC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,7.7,8.11
Cn1nnnc1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccccc1)c1ccccc1,190.0,6.72
CCCCCCCCc1sc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1,10000.0,5.0
CC(C)c1c(C(=O)N(C)Cc2cccc(Cl)c2)nn(-c2ccc(F)cc2)c1OC[C@@H](O)C[C@@H](O)CC(=O)O,8.3,8.08
CCC(CC)(c1ccccc1)c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)-c1cccc(F)c1,1200.0,5.92
CC(C)c1nc2ccc(F)cc2c(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,200.0,6.7
O[C@@H]1CC(CCc2ccc(Br)c3ccccc23)OC(=O)C1,23300.0,4.63
Cc1cc(-c2cc(Cl)cc(C)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)ccc1F,6.0,8.22
CC(C)n1c(\C=C\C(O)C[C@@H](O)CC([O-])=O)c(-c2ccc(F)cc2)c2ccccc12,21200.0,4.67
Cc1cc(C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)-c1ccc(F)c(C)c1,52.0,7.28
CC(C)c1cc(-c2ccc(F)cc2)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)n1.[Na+],3.0,8.52
CCC(CC)(c1ccc(F)cc1)c1ccc(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c(c1)C(C)C,2200.0,5.66
CC(C)c1c(C(=O)OCc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,40.0,7.4
O[C@@H]1CC(CCc2c(Cl)cc(Cl)cc2OCC2CCCCC2)OC(=O)C1,750.0,6.12
CCCOC1C[C@H](O)C[C@@H](CCn2c(C(C)C)c(C(=O)Nc3ccccc3)c(c2-c2ccc(F)cc2)-c2ccccc2)O1,1.0,9.0
O[C@H](CCn1c(nc(c1-c1ccc(F)cc1)-c1cccnc1)C(F)(F)F)C[C@@H](O)CC([O-])=O,66.0,7.18
COc1cccc(CC2CCCc3c2nn(c3\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c2ccc(F)cc2)c1,35.0,7.46
CC(C)c1ccc(Sc2cc3ncc(/C=C/[C@@H]4C[C@@H](O)CC(=O)O4)c(Sc4ccc(C(C)C)cc4)c3cc2Sc2ccc(C(C)C)cc2)cc1,14150.0,4.85
O=C1C[C@H](O)C[C@@H](CCc2c(Cl)cc(Cl)cc2OCc2ccccc2)O1,5200.0,5.28
O=C1C[C@H](O)C[C@@H](/C=C/c2ccc(-c3ccccc3)cc2)O1,55000.0,4.26
CC(C)c1c(c(c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1)S(=O)(=O)NCc1ccccc1,13.0,7.89
CC(C)c1c(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],4.9,8.31
CCCOC1C[C@H](OC(=O)c2cccnc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,8.0,8.1
O=C([O-])C[C@H](O)C[C@H](O)CCn1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1.[Na+],38.0,7.42
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1OCc1ccc[n+]([O-])c1,122000.0,3.91
CC(C)c1nn(c(c1CC[C@H]1C[C@H](O)CC(=O)O1)-c1ccc(F)cc1)-c1ccc(F)cc1,32.0,7.49
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12,40.0,7.4
CCc1cccc(c1)-c1cc(Cl)cc(Cl)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,44.0,7.36
Cc1nnnn1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(c1ccc(F)cc1)c1ccc(F)cc1,100.0,7.0
COc1cccc(-c2nc(C(F)(F)F)n(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)c1.[Na+],20.0,7.7
COc1ccc(-c2cc(-c3ccccc3)nc(C(C)C)c2/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)cc1,13.0,7.89
CC(C)c1c(nn(c1OC[C@@H](O)C[C@@H](O)CC(O)=O)-c1ccc(F)cc1)C(=O)N(C)CC1CCCCC1,6.2,8.21
CC(CC(=O)O)CC(=O)c1ccc2sc3ccccc3c2c1,160000.0,3.8
CC(C)C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1.[Na+],230.0,6.64
Cc1ccc(CC2CCCc3c2nn(c3\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c2ccc(F)cc2)cc1,28.0,7.55
CC(C)c1nc2ccc(Cl)cc2c(-c2ccc(F)cc2)c1\C=C\[C@@H]1C[C@@H](O)CC(=O)O1,25.0,7.6
CC(c1ccc(F)cc1)c1cc(C)cc(C)c1OCC(O)C[C@@H](O)CC([O-])=O,160.0,6.8
CC(C)c1nc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,3.0,8.52
CC(C)c1ccc(CC2CCCc3c2nn(c3\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c2ccc(F)cc2)cc1,40.0,7.4
Cc1ccc(-c2ccc(Cl)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,10000.0,5.0
CC(C)c1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1.[Na+],40.0,7.4
CCC1CCCc2c1nn(c2\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,2000.0,5.7
CCC(CC)c1ccc(-c2ccc(F)cc2)n1CC[C@@H]1C[C@@H](O)CC(=O)O1,20000.0,4.7
O[C@@H]1C[C@H](OC(=O)C1)\C=C\c1c(Cl)cc(Cl)cc1CCc1ccccc1,430.0,6.37
Cc1c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)n1-c1ccccc1.[Na+],5.0,8.3
CC(C)c1c(OCC(O)C[C@@H](O)CC([O-])=O)c(cc2ccccc12)C(c1ccc(F)cc1)c1ccc(F)cc1,380.0,6.42
CC(C)c1sc(-c2ccc(Cl)cc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],21.0,7.68
CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1CCC1C[C@@H](O)CC(=O)O1,19.0,7.72
O[C@H](C[C@H](O)\C=C\c1c2CCCC(Cc3ccccc3)c2nn1-c1ccc(F)cc1)CC([O-])=O,68.0,7.17
O=C1C[C@H](O)C[C@@H](/C=C/c2c(Cl)cc(Cl)cc2OCc2c(F)c(F)c(F)c(F)c2F)O1,700.0,6.15
CC(C)c1c(nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C(=O)NCc1ccccc1,7.9,8.1
Cc1ccc(CC2CCCc3c2nn(-c2ccc(F)cc2)c3/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])cc1.[Na+],28.0,7.55
CC(C)c1nn(c(c1CCC1CC(=O)CC(=O)O1)-c1ccc(F)cc1)-c1ccccc1,10000.0,5.0
CC(C)c1c(nc(-c2ccc(F)cc2)n1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)-c1ccc(F)cc1,1.0,9.0
COC(=O)C[C@H](O)C[C@H](O)\C=C\n1c(cc(c1-c1cccc(Br)c1)-c1ccc(F)cc1)C(C)C,69.0,7.16
CC(CCc1ccc(cc1)-c1ccccc1)CC(O)=O,2000.0,5.7
CCC(CC)(c1ccccc1)c1ccc(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccccc2)c1.[Na+],850.0,6.07
CC(C)c1c(OC[C@@H](O)C[C@@H](O)CC(O)=O)n(nc1C(=O)N(C)Cc1cccc(F)c1)-c1ccc(F)cc1,14.0,7.85
